http://acm.rkbexplorer.com/id/319101,null,null,null,null,null,null,"Outerjoin optimization in multidatabase systems",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
http://acm.rkbexplorer.com/id/588033,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
http://acm.rkbexplorer.com/id/38736,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
http://acm.rkbexplorer.com/id/582380,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
http://acm.rkbexplorer.com/id/person-186593-e8c7f57d11118d4a277fdd84935cd560,null,null,null,null,null,null,null,null,null,null,null,null,"Man Hon Wong",null,null,null,null,null,null,null,null,null,null
http://www.aktors.org/ontology/portal#Journal,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
http://dblp.rkbexplorer.com/id/people-5910df321ae588a77029676a03eda8bd-455849cac42148e19335b146851e787e,null,null,null,null,null,null,null,null,null,null,null,null,"Ada Wai-Chee Fu",null,null,null,null,null,null,null,null,null,null
http://acm.rkbexplorer.com/id/671843,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
http://acm.rkbexplorer.com/id/671701,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
http://www.aktors.org/ontology/date#1991-01-01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
http://acm.rkbexplorer.com/id/person-68321-79f14d69038a84f218887eb41df1a69a,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
http://dblp.rkbexplorer.com/id/people-fd3edf01846bc5c05b7460364abb7246-11cafb8a782a96750a595ae938d97a2f,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
http://acm.rkbexplorer.com/ontologies/acm#G.1.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"G.1.6. Optimization",null,null,null,null,null,null
